연번,설치목적,설치대수,설치장소,촬영범위,기관명 및 관리부서,,,,,,,,,,,,
498,어린이보호,1,경상남도 거창군 거창읍 대동리 102-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
499,어린이보호,1,경상남도 거창군 거창읍 대동리 102-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
500,어린이보호,1,경상남도 거창군 거창읍 대동리 946-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
501,어린이보호,1,경상남도 거창군 거창읍 대동리 946-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
502,어린이보호,1,경상남도 거창군 거창읍 가지리 1719-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
503,어린이보호,1,경상남도 거창군 거창읍 가지리 1719-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
504,어린이보호,1,경상남도 거창군 거창읍 가지리 1719-9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
505,어린이보호,1,경상남도 거창군 웅양면 노현리 266-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
506,어린이보호,1,경상남도 거창군 고제면 궁항리 905-18,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
507,어린이보호,1,경상남도 거창군 북상면 갈계리 1445-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
508,어린이보호,1,경상남도 거창군 마리면 말흘리 1380-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
509,어린이보호,1,경상남도 거창군 남상면 무촌리 628-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
510,어린이보호,1,경상남도 거창군 남하면 무릉리 1354-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
511,어린이보호,1,경상남도 거창군 가북면 우혜리 산237-37,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
512,어린이보호,1,경상남도 거창군 거창읍 가지리 591-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
513,어린이보호,1,경상남도 거창군 거창읍 상림리 849-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
514,어린이보호,1,경상남도 거창군 거창읍 상림리 849-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
515,어린이보호,1,경상남도 거창군 거창읍 송정리 470-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
516,어린이보호,1,경상남도 거창군 거창읍 대동리 945-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
517,어린이보호,1,경상남도 거창군 거창읍 대동리 945-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
518,어린이보호,1,경상남도 거창군 거창읍 대동리 945-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
519,어린이보호,1,경상남도 거창군 거창읍 대동리 945-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
520,어린이보호,1,경상남도 거창군 거창읍 가지리 1333-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
521,어린이보호,1,경상남도 거창군 거창읍 가지리 1333-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
522,어린이보호,1,경상남도 거창군 거창읍 가지리 461-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
523,어린이보호,1,경남 거창군 거창읍 상림리 865-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
524,어린이보호,1,경남 거창군 거창읍 상림리 865-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
525,어린이보호,1,경남 거창군 거창읍 상림리 865-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
526,어린이보호,1,경남 거창군 거창읍 상림리 865-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
527,어린이보호,1,경남 거창군 거창읍 상림리 865-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
528,어린이보호,1,경남 거창군 가조면 마상리 375-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
529,어린이보호,1,경남 거창군 가조면 마상리 375-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
530,어린이보호,1,경남 거창군 가조면 마상리 371-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
531,어린이보호,1,경남 거창군 가조면 마상리 371-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
532,어린이보호,1,경남 거창군 가조면 마상리 371-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
533,어린이보호,1,경남 거창군 거창읍 중앙리 67-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
534,어린이보호,1,경남 거창군 거창읍 중앙리 67-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
535,어린이보호,1,경남 거창군 거창읍 중앙리 67-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
536,어린이보호,1,경남 거창군 거창읍 상림리 64-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
537,어린이보호,1,경남 거창군 거창읍 중앙리 320-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
538,어린이보호,1,경남 거창군 거창읍 대평리 1463-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
539,어린이보호,1,경남 거창군 거창읍 대평리 1257-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
540,어린이보호,1,경남 거창군 거창읍 대평리 1257-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
541,어린이보호,1,경남 거창군 거창읍 대동리 104-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
542,어린이보호,1,경남 거창군 거창읍 대동리 104-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
543,어린이보호,1,경남 거창군 거창읍 대동리 100-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
544,어린이보호,1,경남 거창군 거창읍 대동리 100-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
545,어린이보호,1,경남 거창군 거창읍 대동리 107-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
546,어린이보호,1,경남 거창군 거창읍 대동리 107-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
547,어린이보호,1,경남 거창군 거창읍 상림리 867-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
548,어린이보호,1,경남 거창군 거창읍 상림리 867-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
549,어린이보호,1,경남 거창군 거창읍 상림리 867-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
550,어린이보호,1,경남 거창군 거창읍 상림리 867-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
551,어린이보호,1,경남 거창군 거창읍 상림리 867-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
552,어린이보호,1,경남 거창군 거창읍 죽전4길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
553,어린이보호,1,경남 거창군 거창읍 죽전4길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
554,어린이보호,1,경남 거창군 거창읍 죽전4길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
555,어린이보호,1,경남 거창군 거창읍 죽전4길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
556,주정차,1,경상남도 거창군 거창읍 중앙리 233-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
557,주정차,1,경상남도 거창군 거창읍 중앙리 233-20,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
558,주정차,1,경상남도 거창군 거창읍 중앙리 130-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
559,주정차,1,경상남도 거창군 거창읍 중앙리 130-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
560,주정차,1,경상남도 거창군 거창읍 중앙리 130-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
561,주정차,1,경상남도 거창군 거창읍 상림리 272-36,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
562,주정차,1,경상남도 거창군 거창읍 상림리 272-36,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
563,주정차,1,경상남도 거창군 거창읍 대동리 930-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
564,주정차,1,경상남도 거창군 거창읍 대동리 930-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
565,주정차,1,경상남도 거창군 거창읍 대동리 930-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
566,주정차,1,경상남도 거창군 거창읍 대동리 930-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
567,주정차,1,경상남도 거창군 거창읍 대동리 930-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
568,주정차,1,경상남도 거창군 거창읍 상림리 141-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
569,주정차,1,경상남도 거창군 거창읍 상림리 141-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
570,주정차,1,경상남도 거창군 거창읍 상림리 294-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
571,주정차,1,경상남도 거창군 거창읍 상림리 294-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
572,주정차,1,경상남도 거창군 거창읍 상림리 294-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
573,주정차,1,경상남도 거창군 거창읍 상림리 294-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
574,주정차,1,경상남도 거창군 거창읍 중앙리 283-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
575,주정차,1,경상남도 거창군 거창읍 중앙리 283-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
576,재난감시,1,경상남도 거창군 위천면 황산리 890,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
577,재난감시,1,경상남도 거창읍 송정리 79-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
578,재난감시,1,경상남도 거창읍 김천리 1-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
579,재난감시,1,경상남도 거창읍 김천리472-104,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
580,재난감시,1,경상남도 거창읍 대동리 12-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
581,재난감시,1,경상남도 거창읍 대동리 686-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
582,재난감시,1,경상남도 거창읍 양평리 1239-127,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
583,재난감시,1,경상남도 거창군 주상면 도평리 1127-46,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
584,재난감시,1,경상남도 거창읍 송정리 산137,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
585,재난감시,1,경상남도 거창군 마리면 율리 949-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
586,재난감시,1,경상남도 거창군 가조면 장기리 192-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
587,재난감시,1,경상남도 거창읍 대평리 12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
588,재난감시,1,경상남도 거창군 남상면 둔동리 700-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
589,재난감시,1,경상남도 거창군 남상면 진목리 271-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
590,도로상황,1,경상남도 거창군 북상면 월성리 산195-8,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
591,도로상황,1,경상남도 거창군 고제면 봉계리 1128-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
592,도로상황,1,경상남도 거창군 고제면 개명리 2024-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
593,도로상황,1,경상남도 거창군 남하면 둔마리 산158-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
594,도로상황,1,경상남도 거창군 신원면 덕산리 214-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
595,도로상황,1,경상남도 거창군 가북면 용암리 535-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
596,도로상황,1,경상남도 거창군 신원면 양지리 산34-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
597,초등학교,4,경상남도 거창군 가북면 우혜리 1891-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
598,초등학교,4,경상남도 거창군 가조면 마상리 336-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
599,초등학교,8,경상남도 거창군 거창읍 중앙리 311 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
600,초등학교,4,경상남도 거창군 고제면 궁항리 1826-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
601,초등학교,4,경상남도 거창군 남상면 무촌리 589-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
602,초등학교,4,경상남도 거창군 남하면 무릉리 1290,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
603,초등학교,4,경상남도 거창군 마리면 말흘리 274,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
604,초등학교,4,경상남도 거창군 북상면 갈계리 1439-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
605,초등학교,4,경상남도 거창군 거창읍 중앙리 395-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
606,초등학교,5,경상남도 거창군 신원면 과정리 199-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
607,초등학교,8,경상남도 거창군 거창읍 상림리 775,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
608,초등학교,4,경상남도 거창군 웅양면 노현리 292,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
609,초등학교,4,경상남도 거창군 거창읍 서변리 609 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
610,초등학교,4,경상남도 거창군 위천면 강천리 100-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
611,초등학교,4,경상남도 거창군 주상면 도평리 536,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
612,초등학교,4,경상남도 거창군 거창읍 대평리 1234,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
613,초등학교,4,경상남도 거창군 거창읍 대동리 100-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
614,자연마을,1,경상남도 거창군 가북면 몽석리 305-22번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
615,자연마을,1,경상남도 거창군 가북면 몽석리 산81-8번지 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
616,자연마을,1,경상남도 거창군 가북면 박암리 1302,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
617,자연마을,1,경상남도 거창군 가북면 박암리 449-6번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
618,자연마을,1,경상남도 거창군 가북면 박암리 491-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
619,자연마을,1,경상남도 거창군 가북면 박암리 649-1 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
620,자연마을,1,경상남도 거창군 가북면 박암리 산103-6번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
621,자연마을,1,경상남도 거창군 가북면 용산리 207-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
622,자연마을,1,경상남도 거창군 가북면 용암리 1233-8번지 용암마을,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
623,자연마을,1,경상남도 거창군 가북면 용암리 1843-2번지 (승강장 앞),전방 70M,거창군 안전총괄과,,,,,,,,,,,,
624,자연마을,1,경상남도 거창군 가북면 용암리 1967-3번지 송정마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
625,자연마을,1,경상남도 거창군 가북면 용암리 624-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
626,자연마을,1,경상남도 거창군 가북면 용암리 758-5번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
627,자연마을,1,경상남도 거창군 가북면 우혜리 1296-2번지 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
628,자연마을,1,경상남도 거창군 가북면 우혜리 1333-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
629,자연마을,1,경상남도 거창군 가북면 장기리 1394-48번지 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
630,자연마을,1,경상남도 거창군 가북면 중촌리 1443-1번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
631,자연마을,1,경상남도 거창군 가북면 중촌리 1812-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
632,자연마을,1,경상남도 거창군 가북면 중촌리 979-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
633,자연마을,1,경상남도 거창군 가북면 중촌리444-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
634,자연마을,1,경상남도 거창군 가북면 해평리 1119-2번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
635,자연마을,1,경상남도 거창군 가북면 해평리 762-1번지 (추동교 앞),전방 70M,거창군 안전총괄과,,,,,,,,,,,,
636,자연마을,1,경상남도 거창군 가북면 해평리 832-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
637,자연마을,1,경상남도 거창군 가북면 해평리 산209-4번지 (육각정 앞),전방 70M,거창군 안전총괄과,,,,,,,,,,,,
638,자연마을,1,경상남도 거창군 가조면  동례리 1325-7번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
639,자연마을,1,경상남도 거창군 가조면  동례리 1413번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
640,자연마을,1,경상남도 거창군 가조면 기리 1401번지 일대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
641,자연마을,1,경상남도 거창군 가조면 기리 1559-13,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
642,자연마을,1,경상남도 거창군 가조면 기리 592-1 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
643,자연마을,1,경상남도 거창군 가조면 기리 716번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
644,자연마을,1,경상남도 거창군 가조면 기리 803-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
645,자연마을,1,경상남도 거창군 가조면 대초리 359-1 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
646,자연마을,1,경상남도 거창군 가조면 대초리 407-2 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
647,자연마을,1,경상남도 거창군 가조면 도리 1011-2 일대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
648,자연마을,1,경상남도 거창군 가조면 도리 1192-5번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
649,자연마을,1,경상남도 거창군 가조면 도리 476-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
650,자연마을,1,경상남도 거창군 가조면 동례리 1765-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
651,자연마을,1,경상남도 거창군 가조면 동례리 662-1 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
652,자연마을,1,경상남도 거창군 가조면 마상리 311-4번지 일대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
653,자연마을,1,경상남도 거창군 가조면 마상리 860,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
654,자연마을,1,경상남도 거창군 가조면 사병리 469-2 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
655,자연마을,1,경상남도 거창군 가조면 사병리 518,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
656,자연마을,1,경상남도 거창군 가조면 석강리 1315-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
657,자연마을,1,경상남도 거창군 가조면 석강리 137-16번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
658,자연마을,1,경상남도 거창군 가조면 수월리 1370-37 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
659,자연마을,1,경상남도 거창군 가조면 수월리 206 삼거리 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
660,자연마을,1,경상남도 거창군 가조면 수월리 675-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
661,자연마을,1,경상남도 거창군 가조면 수월리 709-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
662,자연마을,1,경상남도 거창군 가조면 일부리 139-4 일대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
663,자연마을,1,경상남도 거창군 가조면 장기리 1394-91,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
664,자연마을,1,경상남도 거창군 가조면 장기리 634-1번지 일대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
665,자연마을,1,경상남도 거창군 가조면 장기리 830 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
666,자연마을,1,경상남도 거창군 거창읍 가지리 1176,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
667,자연마을,1,경상남도 거창군 거창읍 가지리 1852,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
668,자연마을,1,경상남도 거창군 거창읍 가지리 1857,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
669,자연마을,1,경상남도 거창군 거창읍 동변리 390-2 죽동마을 진출입로 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
670,자연마을,1,경상남도 거창군 거창읍 동변리 64-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
671,자연마을,1,경상남도 거창군 거창읍 동변리 832-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
672,자연마을,1,경상남도 거창군 거창읍 동변리 산 200-20번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
673,자연마을,1,경상남도 거창군 거창읍 샛단길 28,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
674,자연마을,1,경상남도 거창군 거창읍 서변리 1040-6 사마마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
675,자연마을,1,경상남도 거창군 거창읍 서변리 341-1번지 마을 입구 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
676,자연마을,1,경상남도 거창군 거창읍 서변리 981-1번지 마을 입구 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
677,자연마을,1,경상남도 거창군 거창읍 송정리 1061-46 샛단마을 공동주차장 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
678,자연마을,1,경상남도 거창군 거창읍 송정리 593-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
679,자연마을,1,경상남도 거창군 거창읍 양평2길 29-32,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
680,자연마을,1,경상남도 거창군 거창읍 양평리 1054-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
681,자연마을,1,경상남도 거창군 거창읍 양평리 1237 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
682,자연마을,1,경상남도 거창군 거창읍 양평리 499-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
683,자연마을,1,경상남도 거창군 거창읍 양평리786-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
684,자연마을,1,경상남도 거창군 거창읍 장팔리 1051-2 웅곡마을 진입로 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
685,자연마을,1,경상남도 거창군 거창읍 장팔리 118-1 장팔리 아랫담경로담 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
686,자연마을,1,경상남도 거창군 거창읍 장팔리 256-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
687,자연마을,1,경상남도 거창군 거창읍 절부길 19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
688,자연마을,1,경상남도 거창군 거창읍 정장리 1028-15,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
689,자연마을,1,경상남도 거창군 거창읍 정장리 19번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
690,자연마을,1,경상남도 거창군 거창읍 학리 215-4번지 마을 입구 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
691,자연마을,1,경상남도 거창군 거창읍 학리 928번지 구례마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
692,자연마을,1,경상남도 거창군 거창읍 학리 988-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
693,자연마을,1,경상남도 거창군 거창읍가지리 1454-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
694,자연마을,1,경상남도 거창군 고제면 개명리 129-2번지 괘암마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
695,자연마을,1,경상남도 거창군 고제면 개명리 1619-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
696,자연마을,1,경상남도 거창군 고제면 개명리 2049-1번지 개흥마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
697,자연마을,1,경상남도 거창군 고제면 개명리 262-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
698,자연마을,1,경상남도 거창군 고제면 개명리 649-10 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
699,자연마을,1,경상남도 거창군 고제면 개명리 730 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
700,자연마을,1,경상남도 거창군 고제면 궁항리 1248 마을 우측,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
701,자연마을,1,경상남도 거창군 고제면 궁항리 1277-3 마을 좌측,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
702,자연마을,1,경상남도 거창군 고제면 궁항리 1826-9번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
703,자연마을,1,경상남도 거창군 고제면 궁항리 2049,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
704,자연마을,1,경상남도 거창군 고제면 궁항리 350-9번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
705,자연마을,1,경상남도 거창군 고제면 농산리 1181-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
706,자연마을,1,경상남도 거창군 고제면 농산리 379번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
707,자연마을,1,경상남도 거창군 고제면 농산리 615-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
708,자연마을,1,경상남도 거창군 고제면 농산리 산204-3 농장입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
709,자연마을,1,경상남도 거창군 고제면 봉계리 1103-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
710,자연마을,1,경상남도 거창군 고제면 봉계리 1257-2번지 소사마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
711,자연마을,1,경상남도 거창군 고제면 봉계리 986-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
712,자연마을,1,경상남도 거창군 고제면 봉산리 457,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
713,자연마을,1,경상남도 거창군 고제면 봉산리 504-2번지 하구송마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
714,자연마을,1,경상남도 거창군 고제면 봉산리 803-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
715,자연마을,1,경상남도 거창군 고제면 봉산리 823-2번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
716,자연마을,1,경상남도 거창군 고제면 빼재로 1282-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
717,자연마을,1,경상남도 거창군 남상면 대산2길 9,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
718,자연마을,1,경상남도 거창군 남상면 대산리 1111-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
719,자연마을,1,경상남도 거창군 남상면 대산리 1270-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
720,자연마을,1,경상남도 거창군 남상면 대산리 255-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
721,자연마을,1,경상남도 거창군 남상면 대산리 279-10 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
722,자연마을,1,경상남도 거창군 남상면 둔동리 1461-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
723,자연마을,1,경상남도 거창군 남상면 둔동리 1562 신기마을 새동령골 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
724,자연마을,1,경상남도 거창군 남상면 둔동리 509-1 남진소류지 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
